date,QQQ,SPY,IWM,TLT,GLD
D0336,-0.0203211326,-0.0177209608,-0.0221487957,0.0111700584,-0.0057560656
D0337,0.0093487178,0.0038392825,0.0064135384,-0.0022763727,0.0080891563
D0338,-0.0069355980,-0.0113632053,-0.0200065851,-0.0041295545,-0.0145608787
D0339,0.0061611946,0.0020716331,0.0183173009,-0.0124329233,0.0008255148
D0340,-0.0151557691,-0.0120026910,-0.0119378883,-0.0148891261,-0.0019598316
D0341,0.0268480091,0.0156662630,0.0195370174,0.0038831757,0.0009066274
D0342,-0.0075751609,-0.0148712729,-0.0098449704,-0.0003283165,-0.0109733117
D0343,0.0022306560,-0.0010191135,-0.0040261454,0.0037550064,-0.0120551426
D0344,0.0149906160,0.0037566421,0.0013144680,0.0111973935,0.0124939433
D0345,0.0018288547,-0.0028498796,-0.0056647698,-0.0002314171,-0.0003973048
D0346,-0.0007831622,-0.0005629364,-0.0020807500,-0.0103777985,-0.0070009287
D0347,0.0131516884,0.0026819337,0.0031908541,-0.0083095332,-0.0007729185
D0348,-0.0049097592,0.0033621946,0.0053141842,-0.0078677590,0.0056718528
D0349,-0.0102594751,-0.0091651069,-0.0075602357,-0.0021421724,0.0070908966
D0350,-0.0102575101,-0.0093481228,-0.0140801861,-0.0031627328,0.0082243823
D0351,0.0091904880,0.0136131238,0.0279940140,-0.0067992478,0.0023390004
D0352,-0.0158244137,-0.0136889616,-0.0185525692,-0.0060433728,-0.0127325110
D0353,-0.0015234031,-0.0062574781,-0.0001451467,-0.0064643933,0.0243621303
D0354,-0.0057794100,-0.0033813502,-0.0124182929,0.0127836711,0.0120881013
D0355,0.0045910577,-0.0028267916,-0.0003289812,-0.0091411447,0.0112735947
D0356,0.0116905754,0.0081564478,-0.0071092147,-0.0097420083,0.0039106202
D0357,0.0172851785,0.0162720512,0.0063070730,-0.0002937087,0.0103915048
D0358,-0.0225061802,-0.0146809082,-0.0145907991,0.0011478840,-0.0180598474
D0359,-0.0040375611,-0.0039955998,-0.0051266772,-0.0036258913,-0.0052913215
D0360,-0.0000740869,0.0019805050,-0.0003773681,-0.0027858248,0.0005157834
D0361,-0.0261452020,-0.0149323003,-0.0172151150,0.0042055034,0.0085713892
D0362,-0.0265872889,-0.0259892092,-0.0249460645,0.0029929603,-0.0005167344
D0363,-0.0059282888,-0.0008764544,0.0043130776,0.0052147860,-0.0006333131
D0364,-0.0287336388,-0.0153428062,-0.0099823152,0.0096788770,-0.0066323672
D0365,0.0098141030,0.0102895280,0.0206064931,-0.0064638979,-0.0012653188
D0366,0.0108324077,0.0074276632,0.0007757834,0.0011812608,0.0058077712
D0367,0.0016952416,0.0021594648,0.0003718848,0.0106625634,-0.0059217737
D0368,-0.0076633102,-0.0048825845,0.0002440943,-0.0093031407,-0.0139242168
D0369,-0.0277640722,-0.0179440684,-0.0273936657,0.0006066956,0.0040367791
D0370,-0.0084147559,-0.0044065986,-0.0072034060,0.0061493027,0.0052470739
D0371,-0.0091131092,-0.0066207545,-0.0004043873,0.0046804082,-0.0119610786
D0372,0.0095622028,0.0015789516,0.0121548294,0.0065112365,0.0047952218
D0373,0.0026552329,0.0009047543,0.0056070995,-0.0026875875,0.0021427324
D0374,0.0125600650,0.0058380537,0.0029926562,-0.0108141597,-0.0119149843
D0375,-0.0248629868,-0.0129824193,-0.0034638481,0.0151068450,-0.0118858036
D0376,0.0105217320,0.0132199101,0.0100101754,-0.0001524708,-0.0171645446
D0377,0.0041728063,-0.0018561693,0.0003587531,-0.0121728540,0.0022886105
D0378,0.0146746016,0.0062495420,0.0002830802,-0.0184584180,-0.0064058344
D0379,-0.0075839438,-0.0116930812,-0.0083612127,-0.0025582390,-0.0116373454
D0380,-0.0072094606,0.0000728409,0.0027478157,0.0009318611,0.0066430467
D0381,-0.0156125370,-0.0099917646,-0.0102557907,-0.0010677899,0.0030580466
D0382,-0.0103396006,-0.0044427770,-0.0019734484,-0.0192294857,0.0071757481
D0383,-0.0417600269,-0.0299552221,-0.0259493453,0.0037482179,-0.0151355972
D0384,-0.0146815804,-0.0050130609,-0.0194118132,0.0099050244,0.0003514790
D0385,-0.0160488555,-0.0129814011,-0.0205243786,0.0079095729,0.0065744083
D0386,-0.0233491434,-0.0169710629,-0.0241487418,0.0121717067,-0.0120845071
D0387,0.0227087161,0.0148027483,0.0087796886,-0.0084595896,-0.0083126613
D0388,-0.0171883602,-0.0107488177,-0.0201877421,-0.0139537448,-0.0079711766
D0389,-0.0245090479,-0.0192616602,-0.0266032319,-0.0036257006,0.0153652734
D0390,0.0012579813,0.0019865455,-0.0098042099,-0.0055371959,0.0002198669
D0391,-0.0137224456,-0.0049073829,-0.0144459435,-0.0002530214,-0.0062824107
D0392,0.0027534608,-0.0009264993,-0.0021701556,-0.0023598135,-0.0075843661
D0393,0.0071989596,0.0058445086,0.0055609240,-0.0039147184,0.0072414739
D0394,-0.0027921649,-0.0030898925,-0.0024855590,0.0128115064,-0.0099803765
D0395,0.0111454042,-0.0009370664,0.0024281815,0.0093910200,0.0061235961
D0396,0.0028408318,-0.0005176641,0.0001746537,-0.0023089752,-0.0078249007
D0397,-0.0035411079,-0.0013611197,-0.0068515120,-0.0055316650,-0.0141418593
D0398,0.0058911304,0.0063369496,0.0078638473,0.0067248739,0.0031742122
D0399,0.0059089514,0.0052876807,0.0048494666,-0.0044435572,0.0202250876
D0400,-0.0057872614,-0.0066283272,-0.0038533203,0.0026882812,-0.0129093027
D0401,0.0160350486,0.0101669749,0.0040318278,0.0060534161,0.0074741529
D0402,-0.0170487143,-0.0032662224,-0.0013892795,0.0034799472,0.0160550427
D0403,0.0026838502,0.0017184601,-0.0024739049,0.0036929121,0.0050703592
D0404,0.0006796381,-0.0029407011,-0.0016110034,-0.0007377104,-0.0128051708
D0405,-0.0199212114,-0.0104712807,-0.0294203092,0.0033607467,-0.0059297169
D0406,0.0186067843,0.0100961410,0.0160145793,-0.0051857606,0.0012905691
D0407,0.0106877849,0.0050486057,0.0125824028,-0.0082825195,0.0020421222
D0408,0.0132627752,0.0116660067,0.0247070618,-0.0060288303,-0.0115733938
D0409,-0.0133039989,-0.0057213748,-0.0039171969,0.0032281667,-0.0097318975
D0410,0.0111039722,0.0019726261,0.0110865205,0.0194856091,0.0080422058
D0411,0.0085573096,0.0035209762,-0.0074912947,-0.0064951665,-0.0121538247
D0412,-0.0195774080,-0.0051622239,-0.0059657822,0.0064592236,-0.0013308751
D0413,-0.0019195775,0.0030663020,0.0020269343,0.0046779696,-0.0002296061
D0414,-0.0042656029,-0.0088879703,-0.0213505020,-0.0027355976,-0.0022345841
D0415,-0.0173478964,-0.0114213101,-0.0123827895,-0.0131983115,-0.0121591057
D0416,0.0061203375,0.0057916634,-0.0016509421,0.0000817126,0.0095984273
D0417,0.0112454094,0.0070271442,0.0047616777,-0.0062423967,0.0035340355
D0418,0.0031800774,0.0049318389,0.0055535749,0.0060159401,0.0029223775
D0419,0.0113509539,0.0113406878,0.0062610379,-0.0145930279,0.0122410257
D0420,0.0040331461,-0.0048073344,-0.0081802667,0.0041376274,-0.0029175148
D0421,-0.0066203138,0.0019064152,-0.0064096259,-0.0046649268,0.0010519402
D0422,0.0058873872,0.0061193119,0.0121346265,0.0014396814,0.0061477048
D0423,-0.0031161122,-0.0016790439,-0.0013145061,0.0022159992,0.0076334765
D0424,0.0081697865,0.0056268948,0.0008113413,-0.0008436685,-0.0002326183
D0425,0.0031534355,0.0118432578,0.0071596220,0.0034995855,0.0121133378
D0426,0.0018343693,0.0115568038,0.0076496398,0.0030900452,-0.0051801657
D0427,-0.0043954844,-0.0016982517,0.0033006199,0.0035822682,0.0128779527
D0428,-0.0008399050,-0.0019239539,0.0158880775,0.0042805873,-0.0044401909
D0429,-0.0091454009,-0.0100424731,-0.0040392499,-0.0012265724,0.0003599934
D0430,-0.0004039570,0.0030344363,-0.0030884352,-0.0077296438,0.0005895410
D0431,0.0088047033,0.0073091488,0.0023542873,0.0036406070,-0.0057058460
D0432,-0.0067516558,-0.0084812535,0.0000883134,0.0058953125,0.0066040575
D0433,0.0177609161,0.0240674367,0.0122850138,-0.0072578963,-0.0050543731
D0434,-0.0113150612,-0.0120552929,-0.0142328167,-0.0077930271,0.0000166428
D0435,0.0011926619,0.0029791192,0.0060160028,0.0048291018,-0.0016714543
D0436,0.0298724749,0.0206679694,0.0104005589,-0.0120252283,-0.0175092243
D0437,0.0007164259,0.0000189365,-0.0029983587,0.0144312695,0.0078775575
D0438,0.0105389679,0.0028928322,-0.0023766370,-0.0019053724,0.0007994375
D0439,-0.0252498697,-0.0172342035,-0.0189379157,0.0019474090,-0.0087036279
D0440,-0.0070010643,-0.0052743833,-0.0051498216,0.0054750771,0.0107502699
D0441,-0.0036030855,-0.0042773033,-0.0014528910,0.0051004237,-0.0031431599
D0442,0.0114300145,0.0118702694,0.0204768696,0.0125926287,-0.0032300353
D0443,0.0006688016,0.0005724451,-0.0001036932,-0.0047224794,-0.0146270709
D0444,0.0017606069,-0.0021381265,-0.0010317587,-0.0061770245,-0.0117042028
D0445,0.0037232605,0.0031852325,0.0070854083,0.0159153229,0.0066190569
D0446,0.0071987919,0.0000629618,-0.0072437973,0.0096208614,-0.0074449392
D0447,-0.0139915145,-0.0092447206,-0.0109033354,-0.0045877633,-0.0046054395
D0448,0.0175137365,0.0080076559,0.0005780875,0.0036132120,0.0051937766
D0449,-0.0081233893,-0.0121830153,-0.0167262496,-0.0001884043,0.0088928291
D0450,-0.0138894854,-0.0093774885,-0.0059797362,-0.0150371365,0.0060406850
D0451,-0.0159110341,-0.0088707832,-0.0086953082,0.0104832161,0.0067476660
D0452,-0.0324699589,-0.0246157425,-0.0256459558,0.0028762324,0.0026612476
D0453,0.0114157827,0.0102304315,0.0091939625,-0.0147121618,-0.0061428316
D0454,0.0062465106,-0.0006169620,0.0045971206,0.0057441299,0.0024825571
D0455,-0.0419838074,-0.0330102719,-0.0229531893,0.0022314391,-0.0202247064
D0456,0.0175951102,0.0116606124,0.0201050698,0.0002977389,0.0061394938
D0457,0.0055070258,0.0067540511,0.0215750448,0.0078628678,-0.0108280347
D0458,0.0066663372,0.0094634905,0.0170370130,-0.0028056989,0.0121716226
D0459,0.0133334916,0.0201145014,0.0144546056,-0.0046161311,-0.0015405087
D0460,-0.0063176499,-0.0079602310,-0.0260492417,-0.0038688726,0.0002115471
D0461,-0.0063592218,0.0044255582,0.0027458191,0.0112695465,0.0057660856
D0462,0.0119291193,0.0091200958,0.0187140385,-0.0002997344,0.0063362068
D0463,0.0055530877,0.0024533444,0.0056226006,0.0157458983,0.0012341079
D0464,0.0062894275,0.0097277254,0.0167902734,0.0004619944,-0.0200015310
D0465,0.0076370185,-0.0046670304,0.0068671334,0.0000782879,0.0091952394
D0466,-0.0120258948,-0.0146070775,-0.0128584307,0.0009906435,-0.0058782841
D0467,0.0016494855,0.0133231347,0.0170829152,0.0091694441,0.0122400832
D0468,0.0209796086,0.0129821918,0.0010767636,-0.0051552911,0.0066041676
D0469,-0.0129639797,-0.0091752155,-0.0146177326,0.0124562007,0.0083151561
D0470,0.0095056947,0.0090379630,0.0090153789,0.0005401141,-0.0097670027
D0471,-0.0298250472,-0.0187773520,-0.0189910499,0.0132476349,0.0158251144
D0472,0.0222343243,0.0102538389,0.0101205830,0.0000134079,0.0240873341
D0473,0.0209884374,0.0187409349,0.0169376372,-0.0088568599,0.0074325736
D0474,-0.0147775409,-0.0106349712,-0.0123852603,0.0136147811,-0.0015069105
D0475,-0.0333286320,-0.0195137620,-0.0269178276,0.0048847658,-0.0018073650
D0476,-0.0033169904,0.0013862646,-0.0094863464,-0.0035622828,0.0051844393
D0477,-0.0080342246,-0.0122416906,-0.0074920579,0.0090499097,0.0003578410
D0478,-0.0266985752,-0.0142887167,-0.0276413370,0.0055496843,-0.0090739833
D0479,-0.0155976712,-0.0120657162,-0.0141957059,-0.0027046579,0.0036395597
D0480,-0.0057057500,0.0006567929,0.0013885254,-0.0036041128,-0.0081943947
D0481,-0.0223559621,-0.0132705616,-0.0174814769,-0.0141456021,-0.0091611046
D0482,-0.0120109674,-0.0008540726,-0.0139728661,-0.0088565337,0.0079277307
D0483,0.0192791604,0.0094312478,0.0070867428,0.0013832682,-0.0208073335
D0484,-0.0253175295,-0.0177196989,-0.0092906005,0.0010384244,0.0003601325
D0485,0.0161890329,0.0199378921,0.0159175207,-0.0015481107,0.0187672011
D0486,-0.0206195086,-0.0088967379,-0.0178034943,0.0036623011,-0.0025402847
D0487,-0.0128006023,-0.0126125569,-0.0111796081,0.0088538777,-0.0005632806
D0488,0.0014478675,0.0035422039,-0.0031631348,0.0051233651,0.0086912664
D0489,0.0365590593,0.0223623432,0.0221813373,0.0003834779,0.0095473601
D0490,-0.0069394204,-0.0062282667,-0.0030014713,-0.0048594817,-0.0050932371
D0491,0.0017178295,0.0055850490,0.0010366343,-0.0133793252,-0.0199627028
D0492,-0.0169776340,-0.0167967109,-0.0182848807,-0.0068515960,-0.0098312828
D0493,-0.0102516315,-0.0085603301,-0.0004254239,0.0068090254,0.0014691514
D0494,-0.0059130332,-0.0056885577,-0.0037676441,0.0051783731,-0.0077016474
D0495,0.0009817662,-0.0081978827,-0.0055202374,0.0047873779,-0.0026748010
D0496,0.0256508883,0.0130032142,0.0167810350,-0.0038929502,-0.0004922801
D0497,-0.0011081658,-0.0001696572,0.0051693319,0.0107916091,0.0027921701
D0498,0.0117754092,0.0047095648,0.0109620042,-0.0069553636,0.0094689975
D0499,0.0311127933,0.0199135164,0.0077980623,-0.0091943557,0.0102619602
D0500,0.0081411143,0.0065074328,0.0134830637,0.0031558630,0.0132768920
D0501,0.0132182049,0.0154224267,0.0176952622,0.0057729648,0.0004991829
D0502,-0.0078592729,0.0024393256,0.0021262753,0.0079274598,0.0036677368
D0503,-0.0076521524,-0.0048752927,0.0039059836,0.0059265217,-0.0141880702
D0504,-0.0025068173,0.0062745644,0.0034822551,-0.0119701296,0.0160960314
D0505,0.0099332617,0.0062793169,0.0045357062,0.0064731942,-0.0032073102
D0506,0.0163895287,0.0131948862,0.0155727045,-0.0006777846,-0.0001290951
D0507,0.0149674004,0.0060802209,-0.0029939708,0.0014331990,0.0057059918
D0508,0.0071317073,0.0065444600,0.0046270326,0.0049368274,0.0012476572
D0509,-0.0062745689,-0.0053921034,0.0075295282,-0.0108195183,0.0030340002
D0510,-0.0227940927,-0.0153101404,-0.0198176702,-0.0122029114,-0.0005329001
D0511,-0.0047906420,-0.0122731191,-0.0058540325,0.0107507421,0.0148966328
D0512,0.0054508591,0.0038553220,0.0128599046,0.0123211945,0.0142625545
D0513,-0.0125722942,-0.0072594211,-0.0054932037,-0.0110375839,0.0017800193
D0514,0.0319768963,0.0238269373,0.0353358294,-0.0019014204,0.0022791765
D0515,0.0057601153,0.0002711765,-0.0051871289,0.0077771443,0.0137053440
D0516,-0.0132592520,-0.0043408815,-0.0065654324,0.0048079935,0.0051419453
D0517,0.0142565927,0.0097801356,0.0199397205,0.0011654589,0.0078609640
D0518,-0.0110717436,0.0023219377,0.0031514718,0.0080126784,-0.0121133711
D0519,-0.0109253879,-0.0016275607,-0.0014017944,-0.0116450888,0.0076358617
D0520,-0.0070599308,0.0016645111,-0.0003968215,0.0031694192,0.0121432612
D0521,-0.0119618930,-0.0121063962,-0.0137082239,0.0072818899,-0.0122304961
D0522,-0.0226405962,-0.0111152620,-0.0173150605,0.0004411593,-0.0181878140
D0523,-0.0089335783,-0.0057955418,-0.0004121453,-0.0038192628,0.0146326943
D0524,-0.0090108643,-0.0088139494,0.0009747325,0.0033528735,-0.0044721800
D0525,-0.0016737526,0.0049341254,0.0134949331,-0.0042955963,0.0004498866
D0526,0.0017256467,-0.0031182538,-0.0028051900,-0.0005063930,0.0099859645
D0527,0.0172095285,0.0099032213,0.0098864669,0.0023958310,-0.0040818535
D0528,0.0086339762,0.0053502624,-0.0003987908,-0.0085102519,0.0117002840
D0529,-0.0016916075,0.0061845645,0.0015750676,0.0029639461,0.0235938015
D0530,-0.0141778124,-0.0175326625,-0.0089921951,-0.0041587460,-0.0023742440
D0531,-0.0076438727,-0.0037399901,-0.0107755807,-0.0004629853,0.0033592395
D0532,-0.0134976572,-0.0118254123,-0.0147147880,-0.0089017173,-0.0071391634
D0533,0.0021225558,-0.0002809149,-0.0017268323,-0.0005930785,-0.0063697111
D0534,0.0100534174,0.0129743206,0.0096720493,0.0027116278,-0.0002188535
D0535,0.0055413690,0.0105912437,0.0132607321,-0.0126191037,0.0033901287
D0536,0.0175620760,0.0106067630,0.0184812520,-0.0069025438,-0.0135734296
D0537,0.0024326092,-0.0060394392,-0.0063926538,0.0083186046,-0.0170181165
D0538,-0.0172559684,-0.0157437648,-0.0168321427,-0.0006466560,0.0111394102
D0539,0.0137022151,0.0112297707,0.0127922772,0.0014270482,-0.0063121140
D0540,0.0123560093,0.0032870992,0.0102980072,0.0070241416,0.0040037890
D0541,-0.0019658930,0.0005570752,-0.0186842789,0.0014229159,-0.0020885414
D0542,-0.0002254492,0.0030416200,0.0020112081,-0.0078673340,-0.0024027408
D0543,0.0014124215,0.0015145769,0.0025319750,0.0076566645,-0.0081124874
D0544,0.0029111699,0.0076577520,-0.0044028946,0.0007878592,-0.0050665355
D0545,-0.0046613725,-0.0069410857,-0.0078911911,0.0137308504,-0.0097564811
D0546,-0.0157330806,-0.0159327429,-0.0049927766,-0.0008205070,-0.0011842179
D0547,-0.0051058564,-0.0074060650,-0.0087935946,0.0182412727,0.0156895829
D0548,-0.0113444166,-0.0044952749,-0.0112606131,-0.0113762145,0.0064746084
D0549,0.0165535661,0.0155158797,0.0128983161,-0.0030998229,0.0078870052
D0550,0.0059018156,0.0022187536,-0.0077959860,-0.0007742161,0.0091513688
D0551,-0.0161208232,-0.0076603763,-0.0071386125,0.0082470409,0.0094995586
D0552,-0.0091481931,-0.0130066513,-0.0162176028,0.0069183453,-0.0054283937
D0553,-0.0091423459,-0.0139007865,-0.0019857217,0.0074585129,0.0079689333
D0554,0.0138876037,0.0117088908,0.0106752433,-0.0028100916,-0.0033130595
D0555,0.0369902652,0.0267392671,0.0259594604,-0.0014864976,-0.0071413576
D0556,0.0213266937,0.0111401149,0.0163239561,0.0049606308,0.0058631091
D0557,0.0017854215,0.0013012340,0.0009796862,-0.0043260169,-0.0048561589
D0558,0.0209813857,0.0133415675,0.0097079261,-0.0069033723,0.0096770490
D0559,0.0098392183,0.0089870789,0.0075828863,0.0031027797,-0.0043641585
D0560,-0.0031217218,0.0023025258,0.0071191339,-0.0057508560,-0.0080573176
D0561,0.0019826607,0.0089663947,-0.0046260795,0.0017366641,-0.0120608534
D0562,-0.0083148108,-0.0069583487,-0.0101638781,-0.0029724880,-0.0014287151
D0563,-0.0069417544,-0.0108836544,-0.0054174880,0.0063183455,0.0082489228
D0564,-0.0208763826,-0.0122661500,-0.0096148849,-0.0040747214,-0.0013660947
D0565,-0.0011351138,0.0074353793,0.0187304422,-0.0101175054,0.0233578248
D0566,-0.0122076458,-0.0035968739,0.0011831650,-0.0045616672,0.0041768128
D0567,-0.0010140871,0.0018567407,0.0028692321,0.0093553276,0.0031771960
D0568,-0.0018503254,0.0036894166,0.0065905498,0.0064845126,-0.0037643466
D0569,-0.0140097901,-0.0115791135,-0.0163834631,0.0072440706,0.0090505930
D0570,-0.0016737133,0.0052761540,0.0131464027,0.0034210870,-0.0051802588
D0571,0.0223088587,0.0144192281,0.0168337293,-0.0053399950,-0.0078133061
D0572,-0.0198772389,-0.0101450027,-0.0172059146,0.0250613907,-0.0060258008
D0573,-0.0169494927,-0.0087678547,-0.0003680432,0.0038781036,0.0063500337
D0574,-0.0250729752,-0.0193028151,-0.0278119545,-0.0110595194,-0.0036955073
D0575,-0.0306064787,-0.0257570736,-0.0307401626,-0.0025726217,0.0001659057
D0576,0.0047111339,0.0070955655,0.0117306293,0.0085661403,0.0031716277
D0577,0.0046818464,0.0053968808,0.0062669692,-0.0031005591,-0.0028938032
D0578,-0.0108541039,-0.0051670540,-0.0069155283,-0.0030727519,-0.0071007395
D0579,-0.0162983592,-0.0062824802,-0.0076488805,-0.0034617428,0.0065725754
D0580,-0.0072909000,-0.0108663480,-0.0038780547,-0.0028993786,-0.0051002814
D0581,0.0010468919,0.0057901780,0.0051968810,-0.0082360006,0.0042924111
D0582,-0.0062451353,0.0042917365,0.0025553914,-0.0144812381,0.0013098112
D0583,0.0274257827,0.0249601392,0.0378880819,-0.0094726726,0.0103863824
D0584,-0.0095297133,-0.0051671100,-0.0144267744,-0.0037655159,-0.0080782696
D0585,0.0129289962,0.0120655978,0.0142381518,-0.0109849881,-0.0035457901
D0586,-0.0098640120,-0.0025505109,0.0038328327,0.0101310324,-0.0041694774
D0587,-0.0374901699,-0.0322167780,-0.0245692162,0.0022440575,-0.0091031864
D0588,0.0232413223,0.0208559385,0.0218277773,-0.0046039122,0.0002458170
D0589,0.0036243709,0.0094870318,0.0114299532,0.0058388655,0.0136789926
D0590,-0.0157339952,-0.0068971000,-0.0105278678,-0.0158678458,-0.0235107074
D0591,-0.0136335934,-0.0065048161,-0.0071620155,0.0036322691,0.0185034145
D0592,-0.0171117384,-0.0112357980,-0.0105402788,-0.0027567696,-0.0011074793
D0593,-0.0216970231,-0.0079223292,-0.0149420456,0.0181991788,0.0027810719
D0594,0.0147236737,0.0094882722,0.0103170070,-0.0061592911,0.0008088748
D0595,0.0048832381,-0.0001640893,-0.0002047665,-0.0053694296,0.0200154609
D0596,-0.0007673611,0.0063716211,0.0039757725,0.0027158575,-0.0106886063
D0597,-0.0057196533,-0.0027336820,0.0070452058,0.0033914606,0.0142958038
D0598,0.0093558613,0.0133587289,0.0125427329,0.0169724353,0.0007565165
D0599,-0.0101459721,-0.0118720572,0.0033750450,0.0080909609,-0.0014585589
D0600,0.0177860180,0.0147481717,0.0284264871,-0.0123287505,-0.0022288376
D0601,-0.0059337534,-0.0124698672,-0.0047657119,-0.0013672197,0.0055807942
D0602,0.0331795555,0.0202507386,0.0200516408,-0.0038693322,0.0100530231
D0603,-0.0073777138,-0.0075159516,-0.0007912046,0.0041423005,-0.0182660756
D0604,-0.0165061436,-0.0041234188,-0.0037164246,-0.0023190216,-0.0017430203
D0605,0.0006596335,0.0037492366,-0.0056541807,-0.0064065674,0.0010979021
D0606,-0.0009073868,0.0020035929,-0.0065650378,0.0025324757,0.0103890193
D0607,0.0072228614,0.0054239957,0.0051575938,-0.0069128271,-0.0014910165
D0608,0.0179340726,0.0113008681,0.0067700591,-0.0063667076,0.0012013853
D0609,-0.0047002270,-0.0008592644,0.0018454729,0.0077267380,0.0152155816
D0610,0.0142774951,0.0053259607,0.0009575335,-0.0031916517,-0.0049638529
D0611,-0.0152995351,-0.0118696139,-0.0158882245,-0.0030858211,-0.0049602270
D0612,0.0168079841,0.0119620506,0.0291967449,0.0003623993,0.0000537342
D0613,0.0005334668,0.0015611763,0.0042175160,0.0155314695,-0.0040663346
D0614,0.0123814498,0.0091020814,-0.0005091475,0.0034145958,0.0125949001
D0615,-0.0114031579,-0.0074179977,-0.0196330433,-0.0083063266,0.0064322279
D0616,-0.0059877347,-0.0087054750,-0.0070050987,-0.0032191126,-0.0058995447
D0617,0.0107222861,0.0019994511,-0.0024948860,-0.0011305618,0.0082452226
D0618,0.0176354794,0.0087065063,0.0164861951,-0.0078181726,0.0165886036
D0619,-0.0152363990,-0.0040512967,-0.0103845469,0.0171625286,0.0087066680
D0620,-0.0136044751,-0.0111139904,-0.0067216494,0.0098207321,0.0007218445
D0621,0.0010950961,0.0041336430,0.0045212533,-0.0090439417,-0.0086343325
D0622,0.0037346466,0.0078696814,0.0178937660,0.0066172011,0.0060829438
D0623,0.0108537755,0.0042601519,0.0043940911,-0.0077065674,-0.0128998186
D0624,0.0050987453,0.0042375238,0.0089265718,0.0038394583,0.0039759318
D0625,0.0081901724,0.0052584551,0.0085152034,-0.0060879952,0.0029917892
D0626,0.0097395889,0.0035179910,0.0049178292,-0.0059959564,-0.0058144291
D0627,-0.0151138650,-0.0042465732,0.0007651737,0.0071813621,0.0203610083
D0628,-0.0021465084,0.0119997650,0.0083490712,0.0035033257,-0.0010799493
D0629,0.0056361377,0.0074454003,0.0065024251,0.0126372697,0.0057815234
D0630,0.0042247656,-0.0011431134,0.0024128967,-0.0016031838,-0.0059648040
D0631,-0.0102847333,0.0050913225,0.0008418821,-0.0080432682,-0.0070121503
D0632,-0.0002384726,0.0023307495,0.0055305453,0.0056118518,-0.0040432905
D0633,0.0051942515,-0.0003638313,-0.0035677282,-0.0079305853,-0.0131384652
D0634,0.0152247477,0.0130757436,0.0200770357,-0.0008801554,0.0090774738
D0635,-0.0239329863,-0.0117882386,-0.0129901751,0.0084387931,0.0045605607
D0636,-0.0132031082,-0.0151383212,-0.0198908539,0.0050738340,0.0053316050
D0637,-0.0184817075,-0.0163223005,-0.0218607866,-0.0007112872,-0.0148587747
D0638,-0.0192315946,-0.0161134317,-0.0164980550,-0.0061557669,-0.0039285485
D0639,0.0151463536,0.0042799306,0.0047808089,0.0048871596,-0.0027969098
D0640,-0.0074741241,0.0003046358,-0.0030615628,0.0095743109,0.0062046731
D0641,-0.0042751898,-0.0006057171,0.0008059393,0.0085313279,-0.0029732863
D0642,0.0010472529,0.0005003513,0.0051600260,-0.0071632104,0.0084702492
D0643,0.0069388998,-0.0011587598,0.0080343209,0.0154924758,0.0128102942
D0644,0.0202523405,0.0137162815,0.0041622931,-0.0168189936,-0.0006004062
D0645,-0.0077278647,-0.0089911619,-0.0094575150,0.0052597031,-0.0133864214
D0646,-0.0057446686,0.0029583916,-0.0055469382,0.0074099286,-0.0027930983
D0647,0.0080401810,0.0101687527,0.0148436880,0.0065061874,-0.0075651709
D0648,0.0159100633,0.0067528113,0.0100802118,-0.0003881677,0.0050896872
D0649,0.0051459711,-0.0002537496,-0.0082714151,0.0047921123,0.0018278169
D0650,0.0164050562,0.0106264643,0.0025568152,0.0042605513,-0.0022291347
D0651,0.0052159129,0.0006546686,0.0121568446,-0.0064531553,-0.0035388897
D0652,0.0019652895,-0.0034268387,-0.0004957535,0.0113127170,-0.0025214796
D0653,0.0059523552,-0.0080980276,-0.0062464786,-0.0041603289,-0.0098183907
D0654,0.0154636852,0.0087735169,0.0088671605,-0.0049406220,-0.0180160848
D0655,-0.0152116670,-0.0056491634,-0.0212806906,-0.0039594745,-0.0058825378
D0656,0.0246405182,0.0195902272,0.0171645694,0.0063622573,-0.0036959876
D0657,0.0144609992,0.0035804853,0.0124617681,-0.0048652225,-0.0098307628
D0658,-0.0025331371,-0.0003544443,-0.0040345410,0.0044124193,-0.0046240559
D0659,0.0090737437,0.0079671543,0.0078719362,-0.0041484162,0.0014872953
D0660,0.0081019906,0.0144464783,0.0198122680,0.0074977896,0.0326734453
D0661,0.0076267028,0.0072063728,0.0119963880,-0.0077054747,-0.0043983657
D0662,-0.0065386562,-0.0013495111,-0.0034536302,0.0022412778,0.0105775742
D0663,0.0124383353,0.0075160948,0.0040545325,0.0063350749,0.0088812118
D0664,-0.0217844366,-0.0155495640,-0.0159234095,0.0087364578,0.0088718928
D0665,0.0044107578,0.0055433800,0.0058383918,-0.0050856952,-0.0026546340
D0666,0.0007393836,0.0004167389,-0.0119497616,-0.0037701035,-0.0011696298
D0667,-0.0034232311,-0.0032399084,-0.0002053600,-0.0071292635,-0.0165449395
D0668,-0.0043489893,0.0005955534,0.0107882055,0.0075769530,-0.0107454290
D0669,-0.0027441168,-0.0005835256,0.0001442697,0.0046465296,-0.0073232900
D0670,0.0013762171,0.0028325620,0.0080068724,-0.0053410841,-0.0033603160
D0671,-0.0369952004,-0.0268602076,-0.0326696936,-0.0027643647,-0.0019328624
